30.0047	0.0677
30.0192	1.2692
30.0458	3.4691
29.2024	6.0914
28.3309	8.1049
27.6189	9.8314
26.5784	11.1756
25.8119	12.4207
25.0411	13.3443
24.1159	14.1483
23.1906	14.7391
22.4162	15.6861
21.0667	16.3559
19.8196	17.2878
18.3975	17.8401
17.1687	18.2719
15.7707	18.4014
14.4227	18.6308
12.8528	18.5322
11.1407	18.5390
9.3964	17.7398
7.7949	17.3494
6.3971	16.5762
5.3130	15.7293
4.1666	14.8825
3.3306	13.8969
2.5415	12.9639
1.8876	11.6144
1.1519	10.0058
-0.1718	7.8836
-0.2608	5.7211
-0.7358	3.6675
-0.8486	0.7111
-0.7045	-1.0766
-0.7217	-2.6300
-0.7686	-4.5398
-0.5657	-6.5439
0.0026	-8.4061
0.7874	-10.2773 
1.4676	-12.3767
3.1029	-13.8348
4.5551	-15.5137
6.5992	-16.6179
8.8715	-17.5853
11.3261	-18.4460
13.7562	-18.7470
16.0270	-18.4215
18.1662	-17.9693
20.1756	-17.1726
21.8789	-16.0870
23.2144	-14.8057
24.5784	-13.5520
25.7099	-11.9528
27.1471	-10.5230
27.8840	-8.6149
28.8814	-6.8123
29.5882	-4.7335
30.0239	-2.3445
30.0179	-0.6559
