0.7649	0.6609
2.4833	2.1457
5.2000	4.1019
7.8211	5.5913
9.5963	6.6674
10.5574	6.8663
11.0636	6.9565
11.1337	6.3305
10.0883	5.6478
8.3897	4.2640
6.2393	3.0846
4.3620	2.1951
3.6490	1.8391
2.4953	1.4531
4.9682	2.0416
6.0598	2.6953
8.6608	3.3696
10.6280	4.1189
12.5571	4.5123
13.6297	4.5637
14.4371	4.3975
14.0928	3.6863
13.1429	3.3185
12.3104	2.9581
11.6381	2.3579
12.6635	2.5009
13.9498	2.4121
17.9425	2.7045
21.7712	2.6891
25.3946	2.3360
27.9023	1.6673
29.4616	0.8315
30.2139	-0.1592
29.3798	-1.3509
27.5053	-1.6777
25.0275	-2.3737
21.8175	-2.2454
18.3767	-2.1764
13.7810	-1.6597
11.4438	-1.5072
7.1225	-0.8657
10.0918	-1.4499
11.8992	-1.9715
14.7793	-2.5491
16.5766	-2.9965
17.5615	-3.3298
17.7505	-3.9269
17.1008	-4.1732
15.9761	-4.1930
14.5128	-3.8709
13.4044	-3.9556
12.8873	-3.8797
12.7552	-4.1461
13.0268	-4.2493
13.3361	-4.3597
13.1413	-4.7866
12.6843	-4.7597
12.2089	-4.6299
11.2706	-4.4181
9.8458	-3.9574
7.6695	-3.3120
6.2152	-2.5031
3.6243	-1.1152
7.6510	-3.8649
9.3195	-4.5569
10.6611	-5.2871
12.4263	-6.5426
10.2124	-6.0325
9.0621	-5.3736
7.2318	-4.3646
5.6579	-3.4019
3.9179	-2.5238
3.0581	-1.6883
1.2349	-0.8052
3.0536	-2.0577
4.0338	-2.8003
5.7967	-4.1612
7.3838	-5.3510
8.6651	-6.5813
9.0306	-7.2771
9.7079	-7.9808
8.1325	-7.0600
7.2785	-6.4535
5.7340	-5.2013
4.1791	-4.0174
2.2960	-2.2500
0.8921	-0.8743
