-0.0716	-9.0982
0.1299	-9.5365
0.5716	-10.4969
1.3742	-12.5319
3.3344	-14.3595
6.0024	-16.4598
8.8170	-17.8706
11.5547	-18.4232
13.8328	-18.8473
16.1034	-18.3203
18.5220	-17.6804
20.6002	-16.6179
22.5118	-15.3894
24.0257	-14.0709
26.4001	-11.4593
28.6096	-7.8069
29.9278	-3.3291
29.9479	-0.5222
30.1472	1.9593
29.6147	4.1271
29.2635	6.7412
27.9551	9.4994
26.6785	11.4133
25.8677	12.6287
-0.0716	-9.0982
0.5227	-10.4202
1.2522	-11.9850
3.4945	-14.4401
5.6829	-16.1128
9.4381	-17.9204
11.6978	-18.4455
13.5827	-18.6910
16.2053	-18.2818
18.4181	-17.6271
20.7128	-16.5086
22.4611	-15.3628
24.1002	-13.9442
25.2749	-12.6621
28.7187	-6.9439
29.8163	-2.9103
30.0028	0.0491
30.0568	1.2991
29.5969	4.4911
29.1825	6.5876
28.1881	8.9047
25.8677	12.6287
25.8677	12.6287
25.6495	12.9572
24.7636	14.2906
23.0029	15.7434
20.9970	17.3088
19.2435	18.0003
17.6354	18.8434
15.6851	19.0952
13.7028	19.2740
11.8928	19.1312
9.9411	18.8364
7.9791	18.0562
5.9948	17.0984
4.3799	15.7876
2.7048	14.4374
1.5314	12.5868
0.7727	10.8728
-0.2706	8.8965
-0.7346	6.5865
-0.5439	4.4864
-0.8134	3.7462
-0.9303	3.3464
-1.1715	3.5369
-1.4303	3.6252
-1.7018	3.7507
-1.9706	3.8120
-2.1983	3.6010
-2.1750	3.2397
-2.1426	2.8053
-1.5467	2.2324
-1.1541	1.3648
-0.2734	0.7466
-0.2824	0.1773
-0.4344	-0.4041
-0.5598	-1.1785
-0.8324	-2.2115
-1.1018	-3.4234
-1.0302	-4.7174
-0.7825	-6.6927
-0.3732	-8.0776
-0.0716	-9.0982
25.8677	12.6287
25.1911	13.5957
22.5667	16.0757
20.9636	17.2179
19.1414	18.0836
17.6376	18.7373
15.9215	19.0553
13.4801	19.2143
11.7025	19.0908
10.5172	18.8965
7.7573	17.9248
5.8466	16.9178
4.6613	16.0168
2.7506	14.2854
1.4556	12.3385
0.7806	10.9329
0.0376	9.3605
-0.6172	6.0631
-0.7057	4.0844
-0.8472	3.6250
-0.9711	3.4130
-1.1126	3.4837
-1.4134	3.6250
-1.7849	3.7664
-1.9441	3.7840
-2.1210	3.6427
-2.1741	3.2364
-2.1033	2.8477
-1.8203	2.4767
-0.9230	1.2761
-0.3240	0.5557
-0.3101	0.0892
-0.3519	-0.0919
-0.5882	-1.2277
-0.8213	-2.1945
-1.0206	-3.2308
-0.9981	-4.8867
-0.8514	-6.0132
-0.0716	-9.0982
